,ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,balance
191,192,191,1767356760,1767356760000,0,1,0,99,5.0,0.01,156.83100000000002,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,1238.7100000000003
192,193,192,1767356760,1767356760000,1,0,25012026,100,5.0,0.01,156.83,0.0,0.0,0.0,0.0,USDJPY,,0,1238.7100000000003
193,194,193,1767356820,1767356820000,0,1,0,100,5.0,0.01,156.842,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,1226.7100000000003
194,195,194,1767356820,1767356820000,1,0,25012026,101,5.0,0.01,156.842,0.0,0.0,0.0,0.0,USDJPY,,0,1226.7100000000003
195,196,195,1767356880,1767356880000,0,1,0,101,4.0,0.01,156.841,-0.2,0.0,1.0,0.0,USDJPY,TP hit,0,1227.7100000000003
196,197,196,1767356880,1767356880000,1,1,0,72,5.0,0.01,1.17138,-0.2,0.0,-1.47,0.0,EURUSD,SL hit,0,1226.2400000000002
197,198,197,1767356880,1767356880000,1,0,25012026,102,5.0,0.01,156.841,0.0,0.0,0.0,0.0,USDJPY,,0,1226.2400000000002
198,199,198,1767356940,1767356940000,0,1,0,102,5.0,0.01,156.867,-0.2,0.0,-26.0,0.0,USDJPY,SL hit,0,1200.2400000000002
199,200,199,1767356940,1767356940000,0,1,0,71,5.0,0.01,1.34458,-0.2,0.0,0.85,0.0,GBPUSD,TP hit,0,1201.0900000000001
200,201,200,1767356940,1767356940000,1,0,25012026,103,5.0,0.01,1.34457,0.0,0.0,0.0,0.0,GBPUSD,,0,1201.0900000000001
201,202,201,1767356940,1767356940000,1,0,25012026,104,5.0,0.01,156.867,0.0,0.0,0.0,0.0,USDJPY,,0,1201.0900000000001
202,203,202,1767357000,1767357000000,0,1,0,104,5.0,0.01,156.842,-0.2,0.0,25.0,0.0,USDJPY,TP hit,0,1226.0900000000001
203,204,203,1767357000,1767357000000,0,0,25012026,105,5.0,0.01,1.17155,0.0,0.0,0.0,0.0,EURUSD,,0,1226.0900000000001
204,205,204,1767359820,1767359820000,0,1,0,75,5.0,0.01,0.66911,-0.2,0.0,0.75,0.0,AUDUSD,TP hit,0,1226.8400000000001
205,206,205,1767360060,1767360060000,1,1,0,73,5.0,0.01,1.34392,-0.2,0.0,-1.81,0.0,GBPUSD,SL hit,0,1225.0300000000002
206,207,206,1767360240,1767360240000,0,1,0,103,5.0,0.01,1.3435700000000002,-0.2,0.0,1.0,0.0,GBPUSD,TP hit,0,1226.0300000000002
207,208,207,1767360600,1767360600000,0,0,25012026,106,5.0,0.01,1.34356,0.0,0.0,0.0,0.0,GBPUSD,,0,1226.0300000000002
208,209,208,1767361020,1767361020000,0,1,0,74,5.0,0.01,1.3725900000000002,-0.2,0.0,-1.23,0.0,USDCAD,SL hit,0,1224.8000000000002
209,210,209,1767363000,1767363000000,0,1,0,76,5.0,0.01,0.7927500000000001,-0.2,0.0,0.95,0.0,USDCHF,TP hit,0,1225.7500000000002
210,211,210,1767364200,1767364200000,1,0,25012026,107,5.0,0.01,1.37293,0.0,0.0,0.0,0.0,USDCAD,,0,1225.7500000000002
211,212,211,1767367080,1767367080000,1,1,0,106,5.0,0.01,1.34516,-0.2,0.0,1.6,0.0,GBPUSD,TP hit,0,1227.3500000000001
212,213,212,1767367380,1767367380000,1,1,0,105,5.0,0.01,1.17288,-0.2,0.0,1.33,0.0,EURUSD,TP hit,0,1228.68
213,214,213,1767371400,1767371400000,0,0,25012026,108,5.0,0.01,0.79243,0.0,0.0,0.0,0.0,USDCHF,,0,1228.68
214,215,214,1767371460,1767371460000,0,0,25012026,109,5.0,0.01,1.17259,0.0,0.0,0.0,0.0,EURUSD,,0,1228.68
215,216,215,1767371460,1767371460000,0,0,25012026,110,5.0,0.01,1.34593,0.0,0.0,0.0,0.0,GBPUSD,,0,1228.68
216,217,216,1767371460,1767371460000,0,0,25012026,111,5.0,0.01,0.6691199999999999,0.0,0.0,0.0,0.0,AUDUSD,,0,1228.68
217,218,217,1767371460,1767371460000,0,0,25012026,112,5.0,0.01,156.872,0.0,0.0,0.0,0.0,USDJPY,,0,1228.68
218,219,218,1767371460,1767371460000,0,0,25012026,113,5.0,0.01,1.3738599999999999,0.0,0.0,0.0,0.0,USDCAD,,0,1228.68
219,220,219,1767371520,1767371520000,1,1,0,112,5.0,0.01,156.869,-0.2,0.0,-3.0,0.0,USDJPY,SL hit,0,1225.68
220,221,220,1767371520,1767371520000,0,0,25012026,114,5.0,0.01,156.871,0.0,0.0,0.0,0.0,USDJPY,,0,1225.68
221,222,221,1767371580,1767371580000,1,1,0,114,5.0,0.01,156.882,-0.2,0.0,11.0,0.0,USDJPY,TP hit,0,1236.68
222,223,222,1767371580,1767371580000,0,0,25012026,115,5.0,0.01,156.883,0.0,0.0,0.0,0.0,USDJPY,,0,1236.68
223,224,223,1767371640,1767371640000,1,1,0,115,5.0,0.01,156.869,-0.2,0.0,-14.0,0.0,USDJPY,SL hit,0,1222.68
224,225,224,1767371640,1767371640000,0,0,25012026,116,5.0,0.01,156.869,0.0,0.0,0.0,0.0,USDJPY,,0,1222.68
225,226,225,1767371700,1767371700000,1,1,0,116,5.0,0.01,156.836,-0.2,0.0,-33.0,0.0,USDJPY,SL hit,0,1189.68
226,227,226,1767371700,1767371700000,0,0,25012026,117,5.0,0.01,156.83700000000002,0.0,0.0,0.0,0.0,USDJPY,,0,1189.68
227,228,227,1767371760,1767371760000,1,1,0,117,5.0,0.01,156.826,-0.2,0.0,-11.0,0.0,USDJPY,SL hit,0,1178.68
228,229,228,1767371760,1767371760000,0,0,25012026,118,5.0,0.01,156.828,0.0,0.0,0.0,0.0,USDJPY,,0,1178.68
229,230,229,1767371820,1767371820000,1,1,0,118,5.0,0.01,156.836,-0.2,0.0,8.0,0.0,USDJPY,TP hit,0,1186.68
230,231,230,1767371820,1767371820000,0,0,25012026,119,5.0,0.01,156.83800000000002,0.0,0.0,0.0,0.0,USDJPY,,0,1186.68
231,232,231,1767371880,1767371880000,1,1,0,119,5.0,0.01,156.833,-0.2,0.0,-5.0,0.0,USDJPY,SL hit,0,1181.68
232,233,232,1767371880,1767371880000,0,0,25012026,120,5.0,0.01,156.834,0.0,0.0,0.0,0.0,USDJPY,,0,1181.68
233,234,233,1767371940,1767371940000,1,1,0,120,5.0,0.01,156.87,-0.2,0.0,36.0,0.0,USDJPY,TP hit,0,1217.68
234,235,234,1767371940,1767371940000,0,0,25012026,121,5.0,0.01,156.872,0.0,0.0,0.0,0.0,USDJPY,,0,1217.68
235,236,235,1767372000,1767372000000,1,1,0,121,5.0,0.01,156.87,-0.2,0.0,-2.0,0.0,USDJPY,SL hit,0,1215.68
236,237,236,1767372000,1767372000000,0,0,25012026,122,5.0,0.01,156.872,0.0,0.0,0.0,0.0,USDJPY,,0,1215.68
237,238,237,1767372060,1767372060000,1,1,0,122,5.0,0.01,156.86,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,1203.68
238,239,238,1767372060,1767372060000,0,0,25012026,123,5.0,0.01,156.86200000000002,0.0,0.0,0.0,0.0,USDJPY,,0,1203.68
239,240,239,1767372120,1767372120000,1,1,0,123,5.0,0.01,156.857,-0.2,0.0,-5.0,0.0,USDJPY,SL hit,0,1198.68
240,241,240,1767372120,1767372120000,0,0,25012026,124,5.0,0.01,156.858,0.0,0.0,0.0,0.0,USDJPY,,0,1198.68
241,242,241,1767372180,1767372180000,1,1,0,124,5.0,0.01,156.843,-0.2,0.0,-15.0,0.0,USDJPY,SL hit,0,1183.68
242,243,242,1767372180,1767372180000,0,0,25012026,125,5.0,0.01,156.843,0.0,0.0,0.0,0.0,USDJPY,,0,1183.68
243,244,243,1767372240,1767372240000,1,1,0,125,5.0,0.01,156.859,-0.2,0.0,16.0,0.0,USDJPY,TP hit,0,1199.68
244,245,244,1767372240,1767372240000,0,0,25012026,126,5.0,0.01,156.859,0.0,0.0,0.0,0.0,USDJPY,,0,1199.68
245,246,245,1767372360,1767372360000,1,1,0,126,5.0,0.01,156.839,-0.2,0.0,-20.0,0.0,USDJPY,SL hit,0,1179.68
246,247,246,1767372360,1767372360000,0,0,25012026,127,5.0,0.01,156.839,0.0,0.0,0.0,0.0,USDJPY,,0,1179.68
247,248,247,1767372420,1767372420000,1,1,0,127,5.0,0.01,156.845,-0.2,0.0,6.0,0.0,USDJPY,TP hit,0,1185.68
248,249,248,1767372420,1767372420000,0,0,25012026,128,5.0,0.01,156.845,0.0,0.0,0.0,0.0,USDJPY,,0,1185.68
249,250,249,1767372480,1767372480000,1,1,0,128,5.0,0.01,156.834,-0.2,0.0,-11.0,0.0,USDJPY,SL hit,0,1174.68
250,251,250,1767372480,1767372480000,0,0,25012026,129,5.0,0.01,156.834,0.0,0.0,0.0,0.0,USDJPY,,0,1174.68
251,252,251,1767372540,1767372540000,1,1,0,129,5.0,0.01,156.814,-0.2,0.0,-20.0,0.0,USDJPY,SL hit,0,1154.68
252,253,252,1767372540,1767372540000,0,0,25012026,130,5.0,0.01,156.814,0.0,0.0,0.0,0.0,USDJPY,,0,1154.68
253,254,253,1767372600,1767372600000,1,1,0,130,5.0,0.01,156.846,-0.2,0.0,32.0,0.0,USDJPY,TP hit,0,1186.68
254,255,254,1767372600,1767372600000,0,0,25012026,131,5.0,0.01,156.846,0.0,0.0,0.0,0.0,USDJPY,,0,1186.68
255,256,255,1767372720,1767372720000,1,1,0,131,5.0,0.01,156.861,-0.2,0.0,15.0,0.0,USDJPY,TP hit,0,1201.68
256,257,256,1767372720,1767372720000,0,0,25012026,132,5.0,0.01,156.862,0.0,0.0,0.0,0.0,USDJPY,,0,1201.68
257,258,257,1767372780,1767372780000,1,1,0,132,5.0,0.01,156.865,-0.2,0.0,3.0,0.0,USDJPY,TP hit,0,1204.68
258,259,258,1767372780,1767372780000,0,0,25012026,133,5.0,0.01,156.865,0.0,0.0,0.0,0.0,USDJPY,,0,1204.68
259,260,259,1767372960,1767372960000,1,1,0,133,5.0,0.01,156.88,-0.2,0.0,15.0,0.0,USDJPY,TP hit,0,1219.68
260,261,260,1767372960,1767372960000,0,0,25012026,134,5.0,0.01,156.88,0.0,0.0,0.0,0.0,USDJPY,,0,1219.68
261,262,261,1767373020,1767373020000,1,1,0,134,5.0,0.01,156.862,-0.2,0.0,-18.0,0.0,USDJPY,SL hit,0,1201.68
262,263,262,1767373020,1767373020000,0,0,25012026,135,5.0,0.01,156.862,0.0,0.0,0.0,0.0,USDJPY,,0,1201.68
263,264,263,1767373080,1767373080000,1,1,0,135,5.0,0.01,156.871,-0.2,0.0,9.0,0.0,USDJPY,TP hit,0,1210.68
264,265,264,1767373080,1767373080000,0,0,25012026,136,5.0,0.01,156.871,0.0,0.0,0.0,0.0,USDJPY,,0,1210.68
265,266,265,1767373140,1767373140000,1,1,0,136,5.0,0.01,156.853,-0.2,0.0,-18.0,0.0,USDJPY,SL hit,0,1192.68
266,267,266,1767373140,1767373140000,0,0,25012026,137,5.0,0.01,156.853,0.0,0.0,0.0,0.0,USDJPY,,0,1192.68
267,268,267,1767373200,1767373200000,1,1,0,137,5.0,0.01,156.865,-0.2,0.0,12.0,0.0,USDJPY,TP hit,0,1204.68
268,269,268,1767373200,1767373200000,1,0,25012026,138,5.0,0.01,1.34671,0.0,0.0,0.0,0.0,GBPUSD,,0,1204.68
269,270,269,1767373200,1767373200000,0,0,25012026,139,5.0,0.01,156.865,0.0,0.0,0.0,0.0,USDJPY,,0,1204.68
270,271,270,1767373320,1767373320000,0,1,0,85,5.0,0.01,1.17331,-0.2,0.0,-1.55,0.0,EURUSD,SL hit,0,1203.13
271,272,271,1767373500,1767373500000,1,1,0,110,5.0,0.01,1.34701,-0.2,0.0,1.08,0.0,GBPUSD,TP hit,0,1204.21
272,273,272,1767373500,1767373500000,0,0,25012026,140,5.0,0.01,1.34702,0.0,0.0,0.0,0.0,GBPUSD,,0,1204.21
273,274,273,1767374280,1767374280000,1,1,0,109,4.0,0.01,1.17366,-0.2,0.0,1.07,0.0,EURUSD,TP hit,0,1205.28
274,275,274,1767374280,1767374280000,0,0,25012026,141,5.0,0.01,1.17366,0.0,0.0,0.0,0.0,EURUSD,,0,1205.28
275,276,275,1767375000,1767375000000,1,0,25012026,142,5.0,0.01,1.17356,0.0,0.0,0.0,0.0,EURUSD,,0,1205.28
276,277,276,1767375300,1767375300000,1,1,0,140,5.0,0.01,1.3483399999999999,-0.2,0.0,1.32,0.0,GBPUSD,TP hit,0,1206.6
277,278,277,1767375300,1767375300000,0,0,25012026,143,5.0,0.01,1.34835,0.0,0.0,0.0,0.0,GBPUSD,,0,1206.6
278,279,278,1767376440,1767376440000,1,1,0,143,5.0,0.01,1.34957,-0.2,0.0,1.22,0.0,GBPUSD,TP hit,0,1207.82
279,280,279,1767376440,1767376440000,1,1,0,108,5.0,0.01,0.7905,-0.2,0.0,-1.93,0.0,USDCHF,SL hit,0,1205.8899999999999
280,281,280,1767376440,1767376440000,0,0,25012026,144,5.0,0.01,1.34958,0.0,0.0,0.0,0.0,GBPUSD,,0,1205.8899999999999
281,282,281,1767376440,1767376440000,0,0,25012026,145,5.0,0.01,0.79052,0.0,0.0,0.0,0.0,USDCHF,,0,1205.8899999999999
282,283,282,1767376500,1767376500000,1,1,0,141,5.0,0.01,1.17509,-0.2,0.0,1.43,0.0,EURUSD,TP hit,0,1207.32
283,284,283,1767376500,1767376500000,0,1,0,138,5.0,0.01,1.3499700000000001,-0.2,0.0,-3.26,0.0,GBPUSD,SL hit,0,1204.06
284,285,284,1767376500,1767376500000,0,0,25012026,146,5.0,0.01,1.17509,0.0,0.0,0.0,0.0,EURUSD,,0,1204.06
285,286,285,1767376680,1767376680000,1,1,0,139,5.0,0.01,156.58,-0.2,0.0,-285.0,0.0,USDJPY,SL hit,0,919.06
286,287,286,1767376680,1767376680000,0,0,25012026,147,5.0,0.01,156.58100000000002,0.0,0.0,0.0,0.0,USDJPY,,0,919.06
287,288,287,1767376740,1767376740000,1,1,0,147,5.0,0.01,156.59,-0.2,0.0,9.0,0.0,USDJPY,TP hit,0,928.06
288,289,288,1767376740,1767376740000,0,0,25012026,148,5.0,0.01,156.591,0.0,0.0,0.0,0.0,USDJPY,,0,928.06
289,290,289,1767376800,1767376800000,1,1,0,148,5.0,0.01,156.581,-0.2,0.0,-10.0,0.0,USDJPY,SL hit,0,918.06
290,291,290,1767376800,1767376800000,1,0,25012026,149,5.0,0.01,1.34977,0.0,0.0,0.0,0.0,GBPUSD,,0,918.06
291,292,291,1767376800,1767376800000,0,0,25012026,150,5.0,0.01,156.582,0.0,0.0,0.0,0.0,USDJPY,,0,918.06
292,293,292,1767379500,1767379500000,1,1,0,145,5.0,0.01,0.79168,-0.2,0.0,1.16,0.0,USDCHF,TP hit,0,919.2199999999999
293,294,293,1767379680,1767379680000,0,1,0,149,5.0,0.01,1.3477800000000002,-0.2,0.0,1.99,0.0,GBPUSD,TP hit,0,921.2099999999999
294,295,294,1767379800,1767379800000,1,1,0,144,5.0,0.01,1.34755,-0.2,0.0,-2.03,0.0,GBPUSD,SL hit,0,919.18
295,296,295,1767379860,1767379860000,1,1,0,150,5.0,0.01,156.764,-0.2,0.0,182.0,0.0,USDJPY,TP hit,0,1101.1799999999998
296,297,296,1767381840,1767381840000,1,1,0,146,5.0,0.01,1.17316,-0.2,0.0,-1.93,0.0,EURUSD,SL hit,0,1099.2499999999998
297,298,297,1767385860,1767385860000,0,1,0,142,5.0,0.01,1.17218,-0.2,0.0,1.38,0.0,EURUSD,TP hit,0,1100.6299999999999
298,299,298,1767387120,1767387120000,0,1,0,107,5.0,0.01,1.37477,-0.2,0.0,-1.84,0.0,USDCAD,SL hit,0,1098.79
299,300,299,1767571200,1767571200000,0,0,25012026,151,5.0,0.01,1.1730600000000002,0.0,0.0,0.0,0.0,EURUSD,,0,1098.79
300,301,300,1767571200,1767571200000,0,0,25012026,152,5.0,0.01,1.34626,0.0,0.0,0.0,0.0,GBPUSD,,0,1098.79
301,302,301,1767574860,1767574860000,1,1,0,151,5.0,0.01,1.17055,-0.2,0.0,-2.51,0.0,EURUSD,SL hit,0,1096.28
302,303,302,1767576600,1767576600000,0,0,25012026,153,5.0,0.01,1.17064,0.0,0.0,0.0,0.0,EURUSD,,0,1096.28
303,304,303,1767578400,1767578400000,1,0,25012026,154,5.0,0.01,156.962,0.0,0.0,0.0,0.0,USDJPY,,0,1096.28
304,305,304,1767581580,1767581580000,0,1,0,154,5.0,0.01,157.24,-0.2,0.0,-278.0,0.0,USDJPY,SL hit,0,818.28
305,306,305,1767582000,1767582000000,1,0,25012026,155,5.0,0.01,157.159,0.0,0.0,0.0,0.0,USDJPY,,0,818.28
306,307,306,1767584700,1767584700000,0,1,0,155,5.0,0.01,156.975,-0.2,0.0,184.0,0.0,USDJPY,TP hit,0,1002.28
307,308,307,1767585600,1767585600000,1,0,25012026,156,5.0,0.01,1.37473,0.0,0.0,0.0,0.0,USDCAD,,0,1002.28
308,309,308,1767585720,1767585720000,1,1,0,113,4.0,0.01,1.37493,-0.2,0.0,1.07,0.0,USDCAD,TP hit,0,1003.35
309,310,309,1767586920,1767586920000,1,1,0,152,5.0,0.01,1.34326,-0.2,0.0,-3.0,0.0,GBPUSD,SL hit,0,1000.35
310,311,310,1767587400,1767587400000,0,0,25012026,157,5.0,0.01,1.3431700000000002,0.0,0.0,0.0,0.0,GBPUSD,,0,1000.35
311,312,311,1767587820,1767587820000,1,1,0,153,5.0,0.01,1.16869,-0.2,0.0,-1.95,0.0,EURUSD,SL hit,0,998.4
312,313,312,1767589200,1767589200000,0,0,25012026,158,5.0,0.01,1.16904,0.0,0.0,0.0,0.0,EURUSD,,0,998.4
313,314,313,1767589200,1767589200000,1,0,25012026,159,5.0,0.01,0.79332,0.0,0.0,0.0,0.0,USDCHF,,0,998.4
314,315,314,1767589260,1767589260000,1,0,25012026,160,5.0,0.01,1.16893,0.0,0.0,0.0,0.0,EURUSD,,0,998.4
315,316,315,1767589260,1767589260000,1,0,25012026,161,5.0,0.01,1.34324,0.0,0.0,0.0,0.0,GBPUSD,,0,998.4
316,317,316,1767589260,1767589260000,1,0,25012026,162,5.0,0.01,0.66832,0.0,0.0,0.0,0.0,AUDUSD,,0,998.4
317,318,317,1767589260,1767589260000,1,0,25012026,163,5.0,0.01,157.138,0.0,0.0,0.0,0.0,USDJPY,,0,998.4
318,319,318,1767589320,1767589320000,0,1,0,163,5.0,0.01,157.156,-0.2,0.0,-18.0,0.0,USDJPY,SL hit,0,980.4
319,320,319,1767589320,1767589320000,1,0,25012026,164,5.0,0.01,157.155,0.0,0.0,0.0,0.0,USDJPY,,0,980.4
320,321,320,1767589440,1767589440000,0,1,0,164,5.0,0.01,157.148,-0.2,0.0,7.0,0.0,USDJPY,TP hit,0,987.4
321,322,321,1767589440,1767589440000,1,0,25012026,165,5.0,0.01,157.147,0.0,0.0,0.0,0.0,USDJPY,,0,987.4
322,323,322,1767589500,1767589500000,0,1,0,165,5.0,0.01,157.169,-0.2,0.0,-22.0,0.0,USDJPY,SL hit,0,965.4
323,324,323,1767589500,1767589500000,1,0,25012026,166,5.0,0.01,157.168,0.0,0.0,0.0,0.0,USDJPY,,0,965.4
324,325,324,1767589560,1767589560000,0,1,0,166,5.0,0.01,157.18200000000002,-0.2,0.0,-14.0,0.0,USDJPY,SL hit,0,951.4
325,326,325,1767589560,1767589560000,1,0,25012026,167,5.0,0.01,157.181,0.0,0.0,0.0,0.0,USDJPY,,0,951.4
326,327,326,1767589620,1767589620000,0,1,0,167,5.0,0.01,157.189,-0.2,0.0,-8.0,0.0,USDJPY,SL hit,0,943.4
327,328,327,1767589620,1767589620000,1,0,25012026,168,5.0,0.01,157.189,0.0,0.0,0.0,0.0,USDJPY,,0,943.4
328,329,328,1767589740,1767589740000,0,1,0,168,5.0,0.01,157.18,-0.2,0.0,9.0,0.0,USDJPY,TP hit,0,952.4
329,330,329,1767589740,1767589740000,1,0,25012026,169,5.0,0.01,157.18,0.0,0.0,0.0,0.0,USDJPY,,0,952.4
330,331,330,1767589980,1767589980000,0,1,0,169,5.0,0.01,157.153,-0.2,0.0,27.0,0.0,USDJPY,TP hit,0,979.4
331,332,331,1767589980,1767589980000,1,0,25012026,170,5.0,0.01,157.153,0.0,0.0,0.0,0.0,USDJPY,,0,979.4
332,333,332,1767590040,1767590040000,0,1,0,170,5.0,0.01,157.156,-0.2,0.0,-3.0,0.0,USDJPY,SL hit,0,976.4
333,334,333,1767590040,1767590040000,1,0,25012026,171,5.0,0.01,157.156,0.0,0.0,0.0,0.0,USDJPY,,0,976.4
334,335,334,1767590220,1767590220000,0,1,0,171,5.0,0.01,157.141,-0.2,0.0,15.0,0.0,USDJPY,TP hit,0,991.4
335,336,335,1767590220,1767590220000,1,0,25012026,172,5.0,0.01,157.141,0.0,0.0,0.0,0.0,USDJPY,,0,991.4
336,337,336,1767590280,1767590280000,0,1,0,172,5.0,0.01,157.13,-0.2,0.0,11.0,0.0,USDJPY,TP hit,0,1002.4
337,338,337,1767590280,1767590280000,1,0,25012026,173,5.0,0.01,157.129,0.0,0.0,0.0,0.0,USDJPY,,0,1002.4
338,339,338,1767590400,1767590400000,0,1,0,173,5.0,0.01,157.132,-0.2,0.0,-3.0,0.0,USDJPY,SL hit,0,999.4
339,340,339,1767590400,1767590400000,1,0,25012026,174,5.0,0.01,157.132,0.0,0.0,0.0,0.0,USDJPY,,0,999.4
340,341,340,1767590460,1767590460000,0,1,0,174,5.0,0.01,157.161,-0.2,0.0,-29.0,0.0,USDJPY,SL hit,0,970.4
341,342,341,1767590460,1767590460000,1,0,25012026,175,5.0,0.01,157.161,0.0,0.0,0.0,0.0,USDJPY,,0,970.4
342,343,342,1767590520,1767590520000,0,1,0,175,5.0,0.01,157.17,-0.2,0.0,-9.0,0.0,USDJPY,SL hit,0,961.4
343,344,343,1767590520,1767590520000,1,0,25012026,176,5.0,0.01,157.17,0.0,0.0,0.0,0.0,USDJPY,,0,961.4
344,345,344,1767590580,1767590580000,0,1,0,176,5.0,0.01,157.181,-0.2,0.0,-11.0,0.0,USDJPY,SL hit,0,950.4
345,346,345,1767590580,1767590580000,1,0,25012026,177,5.0,0.01,157.181,0.0,0.0,0.0,0.0,USDJPY,,0,950.4
346,347,346,1767590640,1767590640000,0,1,0,177,5.0,0.01,157.202,-0.2,0.0,-21.0,0.0,USDJPY,SL hit,0,929.4
347,348,347,1767590640,1767590640000,0,1,0,161,5.0,0.01,1.34183,-0.2,0.0,1.41,0.0,GBPUSD,TP hit,0,930.81
348,349,348,1767590640,1767590640000,0,1,0,160,5.0,0.01,1.1674,-0.2,0.0,1.53,0.0,EURUSD,TP hit,0,932.3399999999999
349,350,349,1767590640,1767590640000,1,0,25012026,178,5.0,0.01,1.1674,0.0,0.0,0.0,0.0,EURUSD,,0,932.3399999999999
350,351,350,1767590640,1767590640000,1,0,25012026,179,5.0,0.01,1.34182,0.0,0.0,0.0,0.0,GBPUSD,,0,932.3399999999999
351,352,351,1767590640,1767590640000,1,0,25012026,180,5.0,0.01,157.202,0.0,0.0,0.0,0.0,USDJPY,,0,932.3399999999999
352,353,352,1767590700,1767590700000,0,1,0,180,5.0,0.01,157.197,-0.2,0.0,5.0,0.0,USDJPY,TP hit,0,937.3399999999999
353,354,353,1767590700,1767590700000,1,1,0,111,5.0,0.01,0.6673,-0.2,0.0,-1.82,0.0,AUDUSD,SL hit,0,935.5199999999999
354,355,354,1767590700,1767590700000,1,0,25012026,181,5.0,0.01,157.197,0.0,0.0,0.0,0.0,USDJPY,,0,935.5199999999999
355,356,355,1767590760,1767590760000,0,1,0,181,5.0,0.01,157.206,-0.2,0.0,-9.0,0.0,USDJPY,SL hit,0,926.5199999999999
356,357,356,1767590760,1767590760000,1,0,25012026,182,5.0,0.01,157.206,0.0,0.0,0.0,0.0,USDJPY,,0,926.5199999999999
357,358,357,1767590820,1767590820000,0,1,0,182,5.0,0.01,157.211,-0.2,0.0,-5.0,0.0,USDJPY,SL hit,0,921.5199999999999
358,359,358,1767590820,1767590820000,0,1,0,156,5.0,0.01,1.3766,-0.2,0.0,-1.87,0.0,USDCAD,SL hit,0,919.6499999999999
359,360,359,1767590820,1767590820000,1,0,25012026,183,5.0,0.01,157.211,0.0,0.0,0.0,0.0,USDJPY,,0,919.6499999999999
360,361,360,1767590820,1767590820000,1,0,25012026,184,5.0,0.01,1.37659,0.0,0.0,0.0,0.0,USDCAD,,0,919.6499999999999
361,362,361,1767590880,1767590880000,0,1,0,183,5.0,0.01,157.217,-0.2,0.0,-6.0,0.0,USDJPY,SL hit,0,913.6499999999999
362,363,362,1767590880,1767590880000,1,0,25012026,185,5.0,0.01,157.217,0.0,0.0,0.0,0.0,USDJPY,,0,913.6499999999999
363,364,363,1767590940,1767590940000,0,1,0,185,5.0,0.01,157.211,-0.2,0.0,6.0,0.0,USDJPY,TP hit,0,919.6499999999999
364,365,364,1767590940,1767590940000,1,0,25012026,186,5.0,0.01,157.211,0.0,0.0,0.0,0.0,USDJPY,,0,919.6499999999999
365,366,365,1767591000,1767591000000,0,1,0,186,5.0,0.01,157.223,-0.2,0.0,-12.0,0.0,USDJPY,SL hit,0,907.6499999999999
366,367,366,1767591000,1767591000000,0,0,25012026,187,5.0,0.01,0.66732,0.0,0.0,0.0,0.0,AUDUSD,,0,907.6499999999999
367,368,367,1767591000,1767591000000,1,0,25012026,188,5.0,0.01,157.223,0.0,0.0,0.0,0.0,USDJPY,,0,907.6499999999999
368,369,368,1767592920,1767592920000,0,1,0,162,4.0,0.01,0.66694,-0.2,0.0,1.38,0.0,AUDUSD,TP hit,0,909.0299999999999
369,370,369,1767592920,1767592920000,1,0,25012026,189,5.0,0.01,0.66694,0.0,0.0,0.0,0.0,AUDUSD,,0,909.0299999999999
370,371,370,1767603600,1767603600000,0,1,0,188,5.0,0.01,157.013,-0.2,0.0,210.0,0.0,USDJPY,TP hit,0,1119.0299999999997
371,372,371,1767607200,1767607200000,0,0,25012026,190,5.0,0.01,156.99800000000002,0.0,0.0,0.0,0.0,USDJPY,,0,1119.0299999999997
372,373,372,1767610860,1767610860000,1,0,25012026,191,5.0,0.01,156.791,0.0,0.0,0.0,0.0,USDJPY,,0,1119.0299999999997
373,374,373,1767610920,1767610920000,0,1,0,191,5.0,0.01,156.811,-0.2,0.0,-20.0,0.0,USDJPY,SL hit,0,1099.0299999999997
374,375,374,1767610920,1767610920000,1,0,25012026,192,5.0,0.01,156.81,0.0,0.0,0.0,0.0,USDJPY,,0,1099.0299999999997
375,376,375,1767610980,1767610980000,0,1,0,192,5.0,0.01,156.805,-0.2,0.0,5.0,0.0,USDJPY,TP hit,0,1104.0299999999997
376,377,376,1767610980,1767610980000,1,0,25012026,193,5.0,0.01,156.805,0.0,0.0,0.0,0.0,USDJPY,,0,1104.0299999999997
377,378,377,1767611040,1767611040000,0,1,0,193,5.0,0.01,156.833,-0.2,0.0,-28.0,0.0,USDJPY,SL hit,0,1076.0299999999997
378,379,378,1767611040,1767611040000,1,0,25012026,194,5.0,0.01,156.833,0.0,0.0,0.0,0.0,USDJPY,,0,1076.0299999999997
379,380,379,1767611100,1767611100000,0,1,0,194,5.0,0.01,156.822,-0.2,0.0,11.0,0.0,USDJPY,TP hit,0,1087.0299999999997
380,381,380,1767611100,1767611100000,1,0,25012026,195,5.0,0.01,156.822,0.0,0.0,0.0,0.0,USDJPY,,0,1087.0299999999997
381,382,381,1767611160,1767611160000,0,1,0,195,5.0,0.01,156.855,-0.2,0.0,-33.0,0.0,USDJPY,SL hit,0,1054.0299999999997
382,383,382,1767611160,1767611160000,1,0,25012026,196,5.0,0.01,156.855,0.0,0.0,0.0,0.0,USDJPY,,0,1054.0299999999997
